,full_name,age,religion,workclass,demographic_characteristic,relationship,race,workclass,town,Cluster Id - KMeans
28854,Ms. Dominic Abbie Williams,25.0,Islam,Private,103064.0,Own-child,White,Private,Edinburgh,1
28855,Miss Tom Spencer,35.0,Hinduism,Private,226872.0,Not-in-family,White,Private,Edinburgh,1
28857,Nigel Johnston,25.0,Christianity,Private,186495.0,Not-in-family,White,Private,Edinburgh,1
28859,Miss Steven Nash,18.0,Christianity,Private,217743.0,Own-child,White,Private,Edinburgh,1
28861,Mr. Howard Hamilton,22.0,Not Stated,Private,239954.0,Other-relative,White,Private,Edinburgh,1
28863,Mr. Joe Max Robertson,42.0,Christianity,Private,117585.0,Husband,White,Private,Swindon,1
28864,Miss Alexander Collins,26.0,Christianity,Local-gov,192321.0,Own-child,White,Local-gov,Edinburgh,1
28865,Miss Terry Jodie Bird,24.0,Christianity,Private,88095.0,Not-in-family,White,Private,Edinburgh,1
28870,Josh Thomson,25.0,Christianity,Private,130513.0,Own-child,White,Private,Edinburgh,1
28873,Tony Julian Hurst,38.0,Not Stated,Self-emp-not-inc,198841.0,Husband,White,Self-emp-not-inc,Edinburgh,1
28876,Mrs. Maurice Hargreaves,34.0,Christianity,Private,111589.0,Unmarried,Black,Private,Edinburgh,1
28877,Miss Alexander Roberts,47.0,Christianity,Local-gov,267952.0,Not-in-family,White,Local-gov,Edinburgh,1
28878,Jason Marilyn Pugh,21.0,Christianity,Private,63899.0,Other-relative,White,Private,Edinburgh,1
28879,Louis Clarke,27.0,Christianity,Private,473625.0,Wife,White,Private,Oxford,1
28881,Mitchell Charlton,17.0,Christianity,Private,24090.0,Own-child,White,Private,Edinburgh,1
28882,Rhys Fletcher,36.0,Christianity,Self-emp-inc,102729.0,Husband,White,Self-emp-inc,Leeds,1
28884,Gareth Duffy,28.0,Christianity,Private,215873.0,Own-child,Black,Private,Edinburgh,1
28885,Mr. Josh Ahmed,32.0,Hinduism,Private,152109.0,Husband,White,Private,Leicester,1
28886,Trevor Allen,24.0,Christianity,Private,175586.0,Unmarried,Black,Private,Edinburgh,1
28887,Jake Charlotte Gill,37.0,Christianity,Private,232614.0,Unmarried,Black,Private,Edinburgh,1
28891,Wayne Angela Bell,29.0,Christianity,Private,358124.0,Other-relative,Black,Private,Edinburgh,1
28893,Dr. Marcus Frank Bibi,38.0,Christianity,Self-emp-not-inc,338320.0,Not-in-family,White,Self-emp-not-inc,Swindon,1
28895,Louis Thomas,23.0,Christianity,Private,263886.0,Not-in-family,Black,Private,Edinburgh,1
28897,Mr. William Julian Jones,26.0,Christianity,Private,98155.0,Own-child,White,Private,Edinburgh,1
28898,Paul Ian Davies,41.0,Christianity,Private,259307.0,Not-in-family,White,Private,Lincoln,1
28899,Mr. Gavin Glen Thompson,40.0,Christianity,Private,358753.0,Husband,White,Private,Swindon,1
28901,Mr. Samuel Matthews,33.0,Christianity,Private,202729.0,Own-child,White,Private,Edinburgh,1
28902,Mrs. Graham Turner,19.0,Christianity,Private,28790.0,Not-in-family,White,Private,Edinburgh,1
28903,Charlie Chambers,27.0,Christianity,Private,53209.0,Own-child,White,Private,Edinburgh,1
28904,Dr. Raymond Jeremy King,31.0,Not Stated,Local-gov,169020.0,Husband,White,Local-gov,Swindon,1
28907,Howard Harry Ali,43.0,Christianity,Self-emp-not-inc,126614.0,Not-in-family,Other,Self-emp-not-inc,Edinburgh,1
28909,Mr. Lawrence Frederick Mason,22.0,Christianity,Private,228411.0,Not-in-family,White,Private,Edinburgh,1
28910,Dale Jake Hawkins,25.0,Christianity,Private,117827.0,Husband,White,Private,Oxford,1
28911,Bradley Vaughan,22.0,Christianity,Federal-gov,57216.0,Own-child,Black,Federal-gov,Edinburgh,1
28915,Mr. Raymond Eric Morris,19.0,Christianity,Private,251579.0,Own-child,White,Private,Edinburgh,1
28918,Dr. Reece Peacock,41.0,Christianity,Self-emp-not-inc,170866.0,Husband,White,Self-emp-not-inc,Sunderland,1
28920,Jeremy Smith,23.0,Christianity,Private,203894.0,Own-child,White,Private,Edinburgh,1
28921,Mr. Bradley Josh Jones,25.0,Christianity,Private,237065.0,Own-child,Black,Private,Edinburgh,1
28923,Dean Clive Hughes,33.0,Christianity,Private,93213.0,Husband,White,Private,New Francishaven,1
28928,Ms. William Smith,53.0,Christianity,Private,208630.0,Unmarried,White,Private,Edinburgh,1
28930,Nigel Connor Storey,44.0,Christianity,Private,174295.0,Husband,White,Private,Swindon,1
28932,Denis Bernard Cooper,29.0,Christianity,Private,66095.0,Husband,White,Private,Lake Iain,1
28935,Charles Mitchell,27.0,Christianity,Private,192022.0,Own-child,White,Private,Edinburgh,1
28939,Ms. Elliot Moran,19.0,Christianity,Private,41973.0,Own-child,White,Private,Edinburgh,1
28940,Christian Brown,24.0,Christianity,Private,162228.0,Not-in-family,White,Private,Edinburgh,1
28941,Ms. Justin Slater,21.0,Islam,Private,211968.0,Own-child,White,Private,Edinburgh,1
28943,Vincent Anna Clark,39.0,Christianity,Private,33397.0,Unmarried,White,Private,Edinburgh,1
28946,Mr. Norman Cook,26.0,Christianity,Private,107827.0,Unmarried,White,Private,Edinburgh,1
28948,Jamie Simpson,44.0,Christianity,Local-gov,203761.0,Husband,White,Local-gov,Jonesside,1
28950,Mohamed Deborah Dodd,21.0,Christianity,Private,344394.0,Not-in-family,White,Private,Edinburgh,1
28951,Brett Robinson,35.0,Christianity,Private,195516.0,Husband,White,Private,Edinburgh,1
28955,Kyle Arnold,40.0,Not Stated,Private,510072.0,Husband,White,Private,Edinburgh,1
28956,Stuart Eric Chapman,18.0,Christianity,Private,36162.0,Own-child,White,Private,Edinburgh,1
28959,Mr. Douglas Russell Taylor,24.0,Not Stated,?,108495.0,Own-child,White,?,Edinburgh,1
28961,Mr. George Bibi,29.0,Christianity,Local-gov,332249.0,Own-child,White,Local-gov,Edinburgh,1
28962,Kieran Annette Parry,32.0,Islam,Private,268147.0,Unmarried,White,Private,Edinburgh,1
28965,Mrs. Adrian Eleanor Stevens,21.0,Christianity,Private,184045.0,Unmarried,Black,Private,Edinburgh,1
28966,Mr. Sam King,32.0,Other religions,Private,206609.0,Husband,White,Private,Swindon,1
28967,Mr. Steven Francis Hunt,22.0,Christianity,Private,213015.0,Other-relative,Black,Private,Edinburgh,1
28968,Kyle Ward,32.0,Christianity,Private,313835.0,Husband,White,Private,Bristol,1
28969,Ms. Connor Russell,22.0,Christianity,Private,205940.0,Own-child,White,Private,Edinburgh,1
28972,Mr. Malcolm Holland,23.0,Christianity,Private,335067.0,Not-in-family,White,Private,Edinburgh,1
28973,Trevor Rowe,35.0,Christianity,Private,331126.0,Unmarried,Black,Private,Edinburgh,1
28980,Jason Nigel Jones,27.0,Christianity,?,375313.0,Own-child,Asian-Pac-Islander,?,Edinburgh,1
28984,Ms. Joel Suzanne Edwards,30.0,Christianity,Self-emp-inc,124950.0,Own-child,White,Self-emp-inc,Edinburgh,1
28985,Mr. Gareth Morgan,38.0,Not Stated,Self-emp-not-inc,126675.0,Husband,White,Self-emp-not-inc,Leeds,1
28986,Howard Price,22.0,Christianity,Private,145964.0,Not-in-family,White,Private,Edinburgh,1
28987,Cameron Andrew Bond,36.0,Christianity,State-gov,345712.0,Husband,White,State-gov,Swindon,1
28988,Leonard Suzanne Lewis,18.0,Christianity,?,97474.0,Own-child,White,?,Edinburgh,1
28989,Mr. Maurice Gerard Jones,37.0,Christianity,Private,180342.0,Not-in-family,White,Private,Edinburgh,1
28990,Derek Potts,19.0,Christianity,Private,167087.0,Not-in-family,White,Private,Edinburgh,1
28992,Samuel Page,30.0,Christianity,Private,318749.0,Wife,White,Private,Swindon,1
28993,Clifford Carter,28.0,Christianity,?,147638.0,Not-in-family,Other,?,Edinburgh,1
28995,Bernard Lambert,32.0,Christianity,Private,229566.0,Husband,White,Private,Edinburgh,1
28996,Kyle Hall,26.0,Christianity,Private,242464.0,Not-in-family,White,Private,Edinburgh,1
28998,Mr. Leonard David Singh,20.0,Christianity,?,155697.0,Own-child,White,?,Edinburgh,1
29002,Mr. Matthew Elliott,42.0,Christianity,Private,169995.0,Husband,White,Private,Swindon,1
29004,Mr. Gregory Stephen Carter,29.0,Christianity,Self-emp-not-inc,241431.0,Not-in-family,White,Self-emp-not-inc,Edinburgh,1
29005,Ms. Stanley Holmes,22.0,Christianity,?,78374.0,Other-relative,Asian-Pac-Islander,?,Edinburgh,1
29008,Lewis Hunt,35.0,Christianity,Private,272411.0,Not-in-family,White,Private,Edinburgh,1
29009,Dr. Stewart Stone,40.0,Christianity,Private,30529.0,Husband,White,Private,Swindon,1
29011,Miss Ricky Morris,27.0,Christianity,Private,126060.0,Not-in-family,White,Private,Edinburgh,1
29012,Russell Stevenson,26.0,Christianity,Private,391192.0,Own-child,White,Private,Edinburgh,1
29013,Craig Mellor,27.0,Christianity,Private,214069.0,Not-in-family,White,Private,Edinburgh,1
29016,David Lawrence,26.0,Christianity,Private,245880.0,Other-relative,White,Private,Edinburgh,1
29019,Mr. Jeremy Russell,26.0,Christianity,Private,385278.0,Husband,Black,Private,Leeds,1
29023,Mr. Gavin Boyle,20.0,Christianity,Private,86143.0,Other-relative,Asian-Pac-Islander,Private,Edinburgh,1
29026,Dale Parker,33.0,Christianity,Self-emp-inc,209691.0,Husband,White,Self-emp-inc,Swindon,1
29029,Ms. Philip Marilyn Booth,30.0,Not Stated,Private,119359.0,Wife,Asian-Pac-Islander,Private,Swindon,1
29032,Jeffrey Zoe Hill,23.0,Christianity,Private,147655.0,Not-in-family,White,Private,Edinburgh,1
29033,Mr. Mohammed Miller,46.0,Christianity,Private,165138.0,Husband,White,Private,Swindon,1
29034,Edward Tony Ross,24.0,Christianity,Federal-gov,312017.0,Own-child,White,Federal-gov,Edinburgh,1
29038,Joshua Dennis Butler,21.0,Christianity,Private,119156.0,Own-child,White,Private,Edinburgh,1
29040,Dale Simpson,23.0,Christianity,State-gov,136075.0,Not-in-family,White,State-gov,Edinburgh,1
29050,Dr. Dale Hartley,26.0,Christianity,State-gov,158963.0,Not-in-family,White,State-gov,Edinburgh,1
29053,Mrs. Brett Mason,19.0,Christianity,Private,119964.0,Other-relative,White,Private,Edinburgh,1
29054,Mrs. Guy Marshall,35.0,Christianity,Private,193344.0,Unmarried,White,Private,Edinburgh,1
29055,Mrs. Gavin Davies,30.0,Christianity,Local-gov,45554.0,Unmarried,White,Local-gov,Edinburgh,1
29058,Iain Collins,25.0,Christianity,Private,456367.0,Husband,White,Private,Edinburgh,1
29061,Mr. Stanley Chapman,32.0,Christianity,Private,226443.0,Husband,White,Private,West Stuart,1
29063,Mrs. Jason Amber Taylor,23.0,Christianity,Private,267471.0,Own-child,White,Private,Edinburgh,1
29064,Geoffrey Henry Graham,22.0,Christianity,Private,186849.0,Own-child,White,Private,Edinburgh,1
29066,Arthur Wilson,34.0,Christianity,Private,115040.0,Husband,White,Private,Edinburgh,1
29069,Mr. Allan Stuart Morgan,20.0,Christianity,Private,127491.0,Not-in-family,White,Private,Edinburgh,1
29070,Miss Brian Amanda Rahman,46.0,Christianity,Private,155933.0,Not-in-family,White,Private,Edinburgh,1
29071,Mrs. Cameron Hammond,23.0,Christianity,Private,122272.0,Own-child,White,Private,Edinburgh,1
29072,Gordon Harrison,38.0,Christianity,Private,143771.0,Husband,White,Private,Swindon,1
29075,Dr. Scott Ali,36.0,Christianity,Private,207066.0,Not-in-family,White,Private,Edinburgh,1
29078,Ms. Frederick Martin,35.0,Christianity,Private,106967.0,Not-in-family,White,Private,Edinburgh,1
29079,Mr. Luke Garry Wong,26.0,Not Stated,Private,149943.0,Other-relative,Asian-Pac-Islander,Private,Edinburgh,1
29081,Mr. Owen Thompson,39.0,Christianity,Private,67852.0,Not-in-family,White,Private,Edinburgh,1
29083,Dr. Shane Frederick Stevens,35.0,Christianity,Self-emp-inc,154120.0,Husband,White,Self-emp-inc,South Elaine,1
29084,Darren Blake,44.0,Christianity,Self-emp-not-inc,157217.0,Not-in-family,White,Self-emp-not-inc,Oxford,1
29085,Leonard Mills,32.0,Christianity,Federal-gov,381645.0,Not-in-family,White,Federal-gov,Oxford,1
29090,Miss Billy Bennett,19.0,Islam,Private,128363.0,Own-child,White,Private,Edinburgh,1
29092,Mr. Keith Ali,45.0,Christianity,Self-emp-inc,138991.0,Husband,White,Self-emp-inc,Swindon,1
29095,Mr. Timothy Johnson,53.0,Christianity,Self-emp-not-inc,283079.0,Not-in-family,White,Self-emp-not-inc,Leeds,1
29096,Mrs. Jonathan Jones,19.0,Christianity,Private,119655.0,Own-child,White,Private,Edinburgh,1
29097,Miss Aaron Heather Nicholls,29.0,Christianity,Private,153416.0,Not-in-family,White,Private,New Amy,1
29098,Miss Jonathan Julia Marsh,19.0,Christianity,?,204868.0,Wife,White,?,Edinburgh,1
29099,Mr. Sam Buckley,35.0,Christianity,Private,220362.0,Own-child,White,Private,Edinburgh,1
29100,Mr. Shane Timothy Harris,23.0,Christianity,Local-gov,203078.0,Husband,Black,Local-gov,Bristol,1
29103,Anthony Lee,43.0,Christianity,State-gov,455553.0,Unmarried,Black,State-gov,Edinburgh,1
29104,Charles Ahmed,41.0,Other religions,Private,112283.0,Husband,White,Private,Swindon,1
29106,Barry Kelly Peters,23.0,Christianity,State-gov,24395.0,Wife,White,State-gov,Edinburgh,1
29108,Ashley Nigel Humphreys,27.0,Christianity,Private,100669.0,Husband,Asian-Pac-Islander,Private,Millerborough,1
29109,Dr. Jonathan Baldwin,25.0,Christianity,Private,178025.0,Husband,White,Private,Edinburgh,1
29113,Miss David Randall,20.0,Not Stated,Private,510072.0,Own-child,White,Private,Edinburgh,1
29115,Mr. Jack Parker,32.0,Christianity,Private,256362.0,Not-in-family,White,Private,Edinburgh,1
29117,Julian Berry,36.0,Christianity,Private,241153.0,Not-in-family,White,Private,Bristol,1
29119,Duncan Hawkins,18.0,Christianity,Private,180039.0,Own-child,White,Private,Edinburgh,1
29121,Phillip Leanne Robertson,28.0,Christianity,Private,175710.0,Not-in-family,White,Private,Edinburgh,1
29122,Conor Atkinson,23.0,Christianity,Local-gov,164775.0,Other-relative,White,Local-gov,Edinburgh,1
29125,Leonard Ann Jenkins,22.0,Christianity,Private,193090.0,Not-in-family,White,Private,Edinburgh,1
29127,Gareth Parry,28.0,Christianity,Private,175262.0,Own-child,White,Private,Edinburgh,1
29128,Miss Scott Higgins,18.0,Islam,Private,109928.0,Own-child,Black,Private,Edinburgh,1
29131,Thomas Tucker,31.0,Christianity,Private,181372.0,Unmarried,White,Private,Edinburgh,1
29135,Clifford Denise Jones,22.0,Sikhism,Private,122348.0,Own-child,White,Private,Edinburgh,1
29139,Stanley Gary Harvey,30.0,Christianity,Private,215441.0,Not-in-family,Other,Private,Edinburgh,1
29143,Albert Hughes,27.0,Christianity,Private,323044.0,Husband,White,Private,West Williamborough,1
29144,Karl Frank Wong,34.0,Not Stated,Private,90415.0,Not-in-family,Black,Private,Edinburgh,1
29145,Dr. Alexander Roberts,48.0,Christianity,Private,294913.0,Husband,White,Private,Swindon,1
29146,Ms. Simon McCarthy,37.0,Christianity,Private,127573.0,Not-in-family,White,Private,Edinburgh,1
29147,Thomas Little,21.0,Christianity,Private,180190.0,Husband,White,Private,Edinburgh,1
29149,Mr. Kevin Louis Carter,34.0,Christianity,Private,356015.0,Not-in-family,Amer-Indian-Eskimo,Private,Edinburgh,1
29150,Mr. Declan Morris,33.0,Christianity,Private,198069.0,Not-in-family,White,Private,Leeds,1
29152,Sean Glenn Howard,32.0,Christianity,Private,188246.0,Not-in-family,White,Private,Bristol,1
29154,Mrs. Gregory Harvey,45.0,Christianity,Federal-gov,38434.0,Unmarried,White,Federal-gov,Oxford,1
29155,Dr. Frederick May,25.0,Christianity,Private,128477.0,Not-in-family,White,Private,Edinburgh,1
29161,Matthew Ashley Shaw,31.0,Christianity,Private,251659.0,Husband,Asian-Pac-Islander,Private,Oxford,1
29162,Gordon Bryant,19.0,Christianity,Private,57145.0,Own-child,White,Private,Edinburgh,1
29168,Mr. James White,30.0,Christianity,Private,33678.0,Own-child,White,Private,Edinburgh,1
29173,Mrs. Vincent Hilary Murphy,38.0,Not Stated,Private,249720.0,Unmarried,Black,Private,Edinburgh,1
29175,Leslie Hunt,43.0,Christianity,Local-gov,201495.0,Husband,White,Local-gov,Swindon,1
29176,Maurice Williams,24.0,Christianity,Private,206008.0,Own-child,Black,Private,Edinburgh,1
29177,Sam Smith,34.0,Christianity,Private,286020.0,Husband,White,Private,Oxford,1
29178,Mrs. Mark Wheeler,20.0,Not Stated,?,99891.0,Own-child,White,?,Edinburgh,1
29179,Colin Frederick Moore,29.0,Christianity,Local-gov,169544.0,Own-child,White,Local-gov,Edinburgh,1
29180,Dr. Adrian Glover,36.0,Buddhism,Private,258102.0,Not-in-family,White,Private,Edinburgh,1
29181,Mrs. Dominic Lesley Slater,50.0,Christianity,Private,255466.0,Not-in-family,White,Private,Edinburgh,1
29183,Brett James Morrison,18.0,Not Stated,Private,311907.0,Own-child,White,Private,Edinburgh,1
29186,Ms. Damian James,28.0,Christianity,Private,478315.0,Own-child,Black,Private,Edinburgh,1
29188,Nigel Dennis Gray,22.0,Christianity,Private,67804.0,Own-child,Black,Private,Edinburgh,1
29189,Mr. Stanley Glen Warner,24.0,Christianity,Private,34568.0,Not-in-family,White,Private,Edinburgh,1
29192,Mr. Jake Simon Lyons,42.0,Hinduism,Private,318046.0,Husband,White,Private,West Irene,1
29193,Mrs. Craig Miller,30.0,Christianity,Private,363963.0,Not-in-family,White,Private,Edinburgh,1
29202,Miss Callum Angela Smith,30.0,Not Stated,Never-worked,176673.0,Wife,Black,Never-worked,Edinburgh,1
29203,Mr. Craig Stanley,34.0,Christianity,Private,356882.0,Husband,White,Private,Leicester,1
29204,Damian Martin,25.0,Christianity,Private,427686.0,Other-relative,White,Private,Edinburgh,1
29206,Mr. Geoffrey Pearson,37.0,Christianity,Private,377798.0,Husband,White,Private,Swindon,1
29208,Mr. Kieran Saunders,22.0,Christianity,?,205939.0,Own-child,White,?,Edinburgh,1
29210,Raymond Morrison,35.0,Christianity,Private,346034.0,Unmarried,White,Private,Edinburgh,1
29212,Mr. Garry Donald Evans,18.0,Christianity,Never-worked,153663.0,Own-child,White,Never-worked,Edinburgh,1
29213,Charles Payne,26.0,Christianity,Private,262617.0,Husband,White,Private,Edinburgh,1
29214,Mr. Denis Walsh,23.0,Christianity,Federal-gov,173851.0,Not-in-family,White,Federal-gov,Edinburgh,1
29216,Mr. Elliott Norman Williams,34.0,Christianity,Private,117963.0,Husband,White,Private,Swindon,1
29220,Miss Roy Kerry Walker,22.0,Not Stated,Local-gov,195532.0,Other-relative,White,Local-gov,Edinburgh,1
29221,Stuart Oliver,32.0,Christianity,Private,188246.0,Husband,White,Private,Oxford,1
29223,Ross Rosie Wells,31.0,Christianity,State-gov,110714.0,Own-child,White,State-gov,Edinburgh,1
29225,Kenneth Lewis,29.0,Christianity,Private,330466.0,Not-in-family,Asian-Pac-Islander,Private,West Louisland,1
29226,Marcus Adam Simpson,31.0,Not Stated,Private,254304.0,Not-in-family,White,Private,Edinburgh,1
29227,Mr. Peter Green,28.0,Not Stated,Private,435842.0,Husband,White,Private,Leicester,1
29230,Graham Davies,27.0,Not Stated,Private,233777.0,Husband,White,Private,Webbburgh,1
29231,Mr. Glen Bradley Lewis,37.0,Christianity,Self-emp-inc,328466.0,Husband,White,Self-emp-inc,Swindon,1
29232,Paul Smith,25.0,Christianity,Private,176580.0,Not-in-family,White,Private,Edinburgh,1
29233,Miss Julian Smith,18.0,Christianity,?,156608.0,Own-child,White,?,Edinburgh,1
29234,Neil Nicholson,33.0,Christianity,Private,172415.0,Unmarried,Black,Private,Edinburgh,1
29235,Mark Dean,23.0,Christianity,Private,194951.0,Not-in-family,Asian-Pac-Islander,Private,Edinburgh,1
29236,Mrs. Anthony Wood,34.0,Christianity,Local-gov,318921.0,Not-in-family,White,Local-gov,Edinburgh,1
29240,Mr. Billy Benson,26.0,Christianity,Private,156805.0,Husband,Black,Private,Leeds,1
29243,Robert Harriet Miles,36.0,Christianity,State-gov,212143.0,Wife,White,State-gov,North Tracy,1
29245,Gary Kathryn Birch,36.0,Christianity,Private,250807.0,Not-in-family,Black,Private,Edinburgh,1
29248,Mr. Brandon Joshua Chambers,29.0,Christianity,Private,119793.0,Husband,White,Private,Edinburgh,1
29249,Terence Scott,37.0,Christianity,Private,184655.0,Unmarried,White,Private,Edinburgh,1
29250,Miss Martyn Kathryn Roberts,36.0,Islam,Private,162256.0,Not-in-family,White,Private,Edinburgh,1
29252,Mr. Patrick Bruce Lamb,23.0,Christianity,Private,133355.0,Own-child,White,Private,Edinburgh,1
29253,Benjamin Margaret Baker,35.0,Christianity,Private,89559.0,Unmarried,White,Private,Edinburgh,1
29254,Mr. Timothy Taylor,34.0,Christianity,Private,115066.0,Husband,White,Private,Swindon,1
29259,Mr. Andrew Hall,41.0,Not Stated,Self-emp-not-inc,251305.0,Husband,White,Self-emp-not-inc,Swindon,1
29264,Mr. Malcolm Green,41.0,Not Stated,Private,220460.0,Own-child,White,Private,Edinburgh,1
29268,Mrs. Arthur James,22.0,Christianity,Private,205940.0,Not-in-family,White,Private,Edinburgh,1
29269,Matthew Brown,23.0,Christianity,Private,265077.0,Not-in-family,White,Private,Edinburgh,1
29271,Mitchell Lydia Burton,40.0,Christianity,Private,306225.0,Not-in-family,Asian-Pac-Islander,Private,Edinburgh,1
29276,Mr. Bruce White,29.0,Islam,Federal-gov,381789.0,Not-in-family,White,Federal-gov,Edinburgh,1
29278,Dylan Sean Ferguson,32.0,Christianity,Private,108256.0,Husband,White,Private,Oxford,1
29280,Ms. Graeme Smith,20.0,Christianity,Private,176321.0,Other-relative,White,Private,Edinburgh,1
29283,Mr. Danny Hartley,19.0,Not Stated,Private,200047.0,Own-child,White,Private,Edinburgh,1
29285,Mr. Stanley Jordan Hope,31.0,Christianity,Self-emp-not-inc,156033.0,Not-in-family,White,Self-emp-not-inc,Edinburgh,1
29286,Mr. Mitchell Thomson,22.0,Christianity,Private,173736.0,Not-in-family,White,Private,Edinburgh,1
29289,Mr. Frank Hunt,24.0,Islam,Private,222005.0,Other-relative,White,Private,Edinburgh,1
29290,Dylan Jordan Davis,42.0,Christianity,Private,161510.0,Husband,White,Private,Oxford,1
29293,Mr. Gerard Gardiner,43.0,Christianity,Private,288154.0,Husband,White,Private,Swindon,1
29296,Mrs. Ricky Hayley Parkes,20.0,Christianity,Private,234640.0,Own-child,White,Private,Edinburgh,1
29297,Gordon Joe Smith,34.0,Christianity,Private,232475.0,Own-child,White,Private,Edinburgh,1
29298,Mathew Josh Gordon,31.0,Islam,Private,205152.0,Not-in-family,White,Private,Leeds,1
29299,Connor Miller,31.0,Islam,Private,112115.0,Husband,White,Private,Swindon,1
29300,Mrs. Thomas Thomas,29.0,Christianity,Private,183854.0,Not-in-family,White,Private,Edinburgh,1
29301,Julian Mohammad Smith,26.0,Christianity,Private,164386.0,Own-child,White,Private,Edinburgh,1
29304,Ms. Jeremy Diane Rowley,30.0,Christianity,Private,83742.0,Unmarried,White,Private,Edinburgh,1
29307,Ms. Garry Abigail Holmes,20.0,Christianity,Private,227778.0,Not-in-family,White,Private,Edinburgh,1
29308,Mrs. Daniel Johnson,27.0,Christianity,Private,48280.0,Not-in-family,White,Private,Edinburgh,1
29309,Michael Willis,37.0,Christianity,Private,66304.0,Husband,White,Private,Swindon,1
29310,Billy Wendy Richardson,23.0,Christianity,Private,45834.0,Not-in-family,White,Private,Edinburgh,1
29311,Douglas Christine Harrison,31.0,Not Stated,Private,298995.0,Wife,Black,Private,Oxford,1
29315,Mr. Jamie Gill,21.0,Christianity,?,203992.0,Own-child,White,?,Edinburgh,1
29321,Christian Terry Buckley,37.0,Christianity,Private,208068.0,Not-in-family,Other,Private,Edinburgh,1
29323,Miss Nathan Samantha Gordon,34.0,Buddhism,Private,213307.0,Unmarried,White,Private,Edinburgh,1
29324,Philip Cox,25.0,Christianity,Private,175128.0,Husband,White,Private,Edinburgh,1
29326,Jacob Green,19.0,Christianity,Private,60890.0,Not-in-family,White,Private,Edinburgh,1
29328,Mr. Harry Ashley Jenkins,24.0,Not Stated,Private,190273.0,Own-child,White,Private,Edinburgh,1
29329,Martyn Davies,31.0,Christianity,Self-emp-not-inc,176185.0,Own-child,White,Self-emp-not-inc,Leeds,1
29331,Mr. Allan Russell Smith,26.0,Christianity,Private,390657.0,Not-in-family,Black,Private,Edinburgh,1
29332,Mrs. Dylan Martin,19.0,Christianity,Private,41381.0,Own-child,White,Private,Edinburgh,1
29336,Dylan Graham Smith,17.0,Not Stated,Private,117798.0,Own-child,White,Private,Edinburgh,1
29339,Douglas Moss,38.0,Christianity,Private,257416.0,Husband,Black,Private,Edinburgh,1
29340,Miss Graham Emma Davies,41.0,Not Stated,Private,195617.0,Unmarried,White,Private,Edinburgh,1
29341,Mark Turner,33.0,Christianity,Private,236318.0,Husband,White,Private,West Jake,1
29345,Andrew Burns,31.0,Christianity,Self-emp-not-inc,261943.0,Not-in-family,White,Self-emp-not-inc,Edinburgh,1
29350,Brett Marilyn Harding,24.0,Christianity,Private,284317.0,Not-in-family,White,Private,Edinburgh,1
29352,Francis Middleton,45.0,Christianity,Self-emp-inc,173664.0,Husband,White,Self-emp-inc,Swindon,1
29357,Mrs. Guy Day,50.0,Christianity,Private,485710.0,Not-in-family,White,Private,Swindon,1
29358,Mr. Stewart Michael Hudson,29.0,Christianity,Private,185647.0,Not-in-family,White,Private,Edinburgh,1
29361,Mr. Hugh Lewis,37.0,Christianity,Private,186819.0,Husband,White,Private,Swindon,1
29362,Terry Campbell,22.0,Christianity,Private,67234.0,Unmarried,White,Private,Edinburgh,1
29364,Raymond Marc Smart,22.0,Christianity,Private,182117.0,Own-child,White,Private,Edinburgh,1
29368,Mr. Jonathan Andrews,32.0,Christianity,Private,157747.0,Husband,White,Private,Leeds,1
29369,Allan Smith,28.0,Christianity,Private,155382.0,Not-in-family,White,Private,Edinburgh,1
29371,Mrs. Darren Shepherd,24.0,Christianity,Private,216984.0,Own-child,Asian-Pac-Islander,Private,Edinburgh,1
29373,Mr. James Saunders,62.0,Islam,Private,355645.0,Husband,Black,Private,Bristol,1
29376,Ronald Lloyd,24.0,Christianity,Private,381895.0,Unmarried,White,Private,Edinburgh,1
29378,Roger Brown,18.0,Christianity,Private,436163.0,Own-child,White,Private,Edinburgh,1
29380,Vincent Kent,26.0,Christianity,Private,403788.0,Other-relative,Black,Private,Edinburgh,1
29381,Mr. Lewis Harrison,35.0,Not Stated,Private,60567.0,Unmarried,White,Private,Edinburgh,1
29383,Mr. Graeme Williams,36.0,Islam,Local-gov,79649.0,Husband,White,Local-gov,Swindon,1
29384,Mr. Harry Jones,48.0,Christianity,Private,312088.0,Husband,White,Private,Lukeburgh,1
29388,Ms. Lewis Jones,45.0,Christianity,Private,155093.0,Not-in-family,Black,Private,Edinburgh,1
29389,Miss Graham Lauren Day,32.0,Christianity,Private,192965.0,Not-in-family,White,Private,Edinburgh,1
29391,Mrs. Leon Gregory,26.0,Christianity,Local-gov,510072.0,Own-child,Black,Local-gov,Edinburgh,1
29392,Mr. Karl May,20.0,Christianity,Private,270436.0,Own-child,White,Private,Edinburgh,1
29394,Mr. Christopher Harper,41.0,Christianity,Private,142657.0,Husband,Black,Private,Port Natalie,1
29396,Craig Marilyn Cunningham,30.0,Christianity,Private,176175.0,Unmarried,White,Private,Edinburgh,1
29399,Nigel Gibbs,46.0,Christianity,Private,364548.0,Husband,White,Private,Swindon,1
29400,Iain Debra Cook,27.0,Christianity,Private,177398.0,Unmarried,White,Private,Edinburgh,1
29401,Frederick Boyle,34.0,Christianity,Private,273243.0,Husband,Black,Private,Edinburgh,1
